,Product_1,Product_2,Product_3,Product_4,Product_5
4738525,13410814,14258477,1658927,13407305,13406602
72655539,28527933,11370697,21193149,14349619,72655301
8130811,461038,5899299,1516999,8090713,11856185
36454182,68259526,78607632,25380555,9976235,58666606
50587112,50586067,50569192,50586365,50360052,50570089
7708661,7253209,7252601,7237635,7325021,7327987
14966475,42272602,54450887,33943919,19775193,19774958
24442797,68821409,817776,50014370,14815404,13335028
33748673,35328686,72913605,48184433,73172863,33732222
45437829,49858514,50188485,54903225,40958139,46650998
17926831,56320903,19989121,19990101,17923513,17915655
12391035,22082835,25933898,17618382,21442742,59085882
73329078,72798141,72781977,76052568,74981880,72821133
58958936,67448076,67625043,73986821,45314842,67457497
46134868,784972,1074044,613193,6934901,6921787
38606217,484372,35195236,10756629,562585,467462
32346702,6478415,53524053,14039112,15669028,14261761
408195,44887514,55930758,381161,454834,381162
49989529,50188485,46650998,45437829,54903225,40958139
3597899,16717623,4713017,6715805,14270619,3597911
2020929,21973916,10020487,71641304,21221639,15377266
909730,576128,44579109,40348221,19992185,19992253
16626395,19577881,46183656,23852057,9797918,34582020
950402,21442742,55539215,55540770,13406602,14258477
2508067,66925961,4688757,35302658,24596629,6991111
53519932,31602057,13697766,81135664,23126129,58262987
11856185,10866806,487524,9839803,37552451,8130811
76451695,57694501,36368474,76596649,57309569,77241812
11078510,41819516,59288875,26434415,16050746,17783779
72036855,13670608,54294752,54345278,55960558,52627677
19986634,69387401,59471172,68259526,24281353,25164931
10751487,55934345,7176411,9488961,19763307,5452277
56714697,13670608,28754687,3428585,10086966,41384708
69192869,55320027,74829862,9839803,14845231,57116483
7645111,5801059,11866615,4820975,72207277,36618600
49863949,67360687,9996258,9982809,8201864,9992091
21614756,56833406,16717623,15380161,10603363,11516508
8819557,68454398,4539349,32021463,25402524,54818426
68297085,42003599,54450887,57730666,68222196,68200288
11370697,55320027,14349619,9839803,44633444,23068516
27946536,14241258,23852057,5850113,56320903,15079790
13410814,4727345,14258477,4727059,13407305,13406602
72754256,74981880,72821133,73329078,76052568,72781977
24155057,46183656,25731976,34582020,9797918,19577881
16645022,8194256,57654514,4708511,2566045,18005129
16988898,15287960,5895559,55985257,5876277,7252155
53227580,50188485,45437829,54903225,46650998,40958139
38519367,74983716,71087291,57508317,47507712,38517886
25731976,46183656,34582020,19577881,24155057,33158589
22807057,1074044,43048676,187278,24558526,24409292
68453667,9130105,32021463,8819557,54818426,68454398
5850113,56320903,17919303,27946536,39325978,56999311
817884,21035641,13892182,817776,14815404,13335028
2547027,35302658,20737732,47516974,75514029,2416085
21742830,52324969,23291246,21095699,53327198,20806296
27526075,42272602,28982293,33943919,32705514,32708225
24736190,69387401,59471172,68259526,12567651,51063611
20244830,44579109,426320,14612949,26103566,34575579
54769146,2246537,15927481,15669042,2246513,6921779
7017509,50569192,50570089,50586067,50587112,9799302
16342887,78616056,9976235,12567651,69387401,16556339
51470490,26434415,41819516,33078123,59288875,73476077
20076325,21261960,21442742,72920029,51737821,8194256
35951327,25081207,33158589,16258285,8490373,32836957
15096383,25231861,21973916,16717623,6715805,14270619
16533906,21329314,58039891,69149307,28364394,10006134
10001012,6649989,11866615,6703629,6885293,6880747
9130105,54818426,32021463,2566051,4539349,40691443
57970261,59471172,68259526,58666606,58502959,48304526
6649989,36368474,9824320,6880747,6703629,6885293
1751291,415071,415060,57650811,415086,6715805
11385902,6991111,20425156,52220154,47516974,21030723
950452,25404882,73612703,55035537,32038170,9986769
52355000,8021522,9986769,4754861,54096839,58002233
44244163,45339653,26062659,57841945,44007386,11204813
5899299,1457747,487524,73315307,64354130,8130811
8646015,68259526,57970261,58502959,12567651,8711355
4708475,56309551,14536798,14578165,38103802,17919303
458357,1760987,594697,21022062,116897,594788
23304368,53327198,21329314,12391035,22082835,71663942
47312285,12404704,20806296,53327198,25933898,21442742
38115363,3428585,28754687,13670608,10086966,5403891
6921787,15287960,1074044,613193,46134868,6934901
42272602,32705514,27526075,32708225,33943919,28982293
4727349,415060,19884568,415071,8729404,5849439
11388785,73463150,72455227,16458389,26465463,45830277
19763307,55934345,7176411,9488961,10751487,5452277
25501830,19767845,73612703,41502230,42749111,41499593
73100602,57750621,57841945,44007386,57887358,37487298
55406079,37293702,68821409,21742437,61899363,55410457
66940247,68259526,9976235,58666606,78616056,25380555
9996258,67360687,10334523,49863949,9982809,9992091
20688267,15096383,80978486,10603363,19883788,75640644
6479167,22635666,8729404,5849439,32454377,5849479
5403891,13670608,3428585,10086966,28754687,38115363
67985251,46650998,68248608,67849471,74496647,68049838
57657446,19374087,19883788,21221639,10020487,8194256
46107871,16420565,54478250,37551765,76451695,11866615
35180436,72454862,454834,26664755,408195,381162
54096839,59322576,65395332,46621334,58002233,52355000
21221639,11370580,14275735,16717623,6715805,55585425
19577881,16626395,25731976,34582020,9797918,24155057
67849471,67870963,68248608,74496647,68049838,67985251
53327198,12391035,20806296,71663942,21329314,21442742
10126962,7362171,7253209,7252601,7237635,10108419
56936788,415060,4727349,415086,14260356,6568615
833458,6991111,66958647,66925961,52220154,66940778
2545821,56320903,17926831,57003675,27946536,5850113
17783779,41819516,59288875,26434415,16050746,11078510
80978486,62737062,68250770,15013997,54894940,54710061
14536798,56320903,17919303,38103802,56309551,14578165
4707531,13406602,4727059,4738525,13410814,4727345
25164931,68259526,12331769,72457285,19986634,20410431
6933309,1760987,21022062,484372,711323,711112
31563944,55410457,26339198,25934513,31554262,72633571
8096306,71934115,11220929,5895559,5876277,26087099
4755373,7614405,843460,56515226,71655498,15267455
21095699,21329314,20806296,21742830,21442742,53327198
52021710,54903225,67849471,40958139,45437829,52037571
14072065,50587112,44038577,14142567,14072222,14071985
9976235,57970261,68259526,48304526,58666606,36454182
24969443,17618382,23304368,21261960,72920029,27147619
19920071,19992185,16258285,33158589,16626395,46183656
15927962,67360687,9996258,10020487,9982809,9992091
4032669,10751487,5452277,55585425,19763307,7176411
7327987,7325021,7362171,7253209,7252601,7237635
31204167,68174420,23889132,8387060,67845003,43776278
66385255,42631737,7140249,17589287,37944329,57484728
41502230,25501830,41499593,19988255,19767845,73612703
71293311,16420565,15596190,15597935,19763559,19763768
69625196,19374087,71045829,9992091,71043508,49411968
74983716,57508317,69220054,71087291,47507712,71198424
3642417,73315307,426223,3018149,461040,461038
51466982,54023404,36618600,71293311,16420605,16420565
9992091,9986769,10334523,49863949,9996258,9982809
42749111,19988255,19767845,73612703,41502230,25501830
49729246,49227944,52341716,20712070,2343087,56451960
57789301,76451695,71293311,36368474,11866615,57306146
8460274,71672203,7708661,67564992,58617330,59405444
13670608,38115363,56714697,10086966,28754687,3428585
50360052,10690707,50586067,50569192,50586365,50570089
4727085,21731970,15212692,65576750,61818978,4727019
44003914,32021463,2546979,59411891,14104460,25402524
21442742,17618382,59085882,12391035,22082835,71663942
8201864,9982809,56320903,9992091,19374087,49863949
36652304,34723316,10806848,13406653,55517153,43048676
50273712,72920029,67845003,27147619,14365016,21261960
20996983,11388785,13407803,45830277,46605790,16458389
8194256,21221639,20076325,16645022,57657446,10020487
25081207,4432709,711112,711323,35195236,646649
45075149,5899501,5899493,44801520,5866569,5866557
68821409,13335028,54585483,21035641,14815404,21742437
80608225,32189703,31685803,28527933,57876590,57742831
23852057,56320903,45123323,19992253,15079790,16626395
35195236,10709723,10709362,4441419,4442219,4432709
33943919,42272602,28982293,32705514,32708225,27526075
49858514,54903225,40958139,46650998,50188485,45437829
35260971,36909167,52069061,35270555,48587009,35266279
54479836,72920029,12391035,59085882,17618382,21442742
7144625,15849363,66940778,52220154,4688759,7145663
25933898,22082835,21442742,7801273,59085882,12391035
53524053,2246513,6921779,14261761,54353418,32346702
75356672,17686592,28527933,23068516,52236758,68771432
58039891,17618382,16533906,69149307,28364394,10006134
12676479,52220154,48592245,23410417,70148134,22153584
5403959,29655357,56458881,54487123,15280632,16919644
50469265,47868431,57876590,73329078,57742831,28527933
16460956,23068516,10866806,11370697,9839803,44633444
68222196,57730666,61280865,54450887,23288812,68200288
59405444,11308022,67564992,9960538,58617330,8460274
12567651,8711355,68259526,24736190,59471172,69387401
26465463,68259526,74610299,68769369,11388785,45830277
69220054,57508317,71198424,74983716,47507712,71087291
23839834,52251276,56251340,50014370,23413669,23838887
57654514,950300,55539215,4708511,16645022,2566045
551264,38440074,26062659,25648528,45339653,11204813
4727887,25231861,65104045,44579109,71641304,15377266
11118211,74983716,58403905,27910586,71209699,73109434
4727059,66958647,66925961,25731976,13406602,13410814
2383179,27777121,14497415,381162,454834,55930758
54903225,49989529,50188485,46650998,45437829,40958139
23566988,25309442,15079790,34723316,7783307,56320903
57484728,42631737,17589287,7140249,66385255,37944329
48316743,4364947,2416333,28326998,2343087,28324579
25273762,14845231,22364222,11370697,10866806,3072473
76052568,54903225,40958139,72781977,72754256,73329078
15792427,11370697,23068516,55320027,9839803,44633444
442632,1074044,6921787,187278,613193,15287960
58852284,68259526,58502959,78872402,58666606,58849381
69382515,16420605,71293311,71151380,16420565,11866615
55035537,25404882,19767845,41502230,73612703,32038170
54395210,33115720,53444660,33232596,54399906,54391137
116897,594697,594788,458357,414703,6872581
10719006,50570089,10690707,10716637,10716608,10719040
41819516,73641065,59288875,24343930,73476077,33078123
15669042,6478415,14039112,2246513,6921779,15927481
21085893,57306483,32204730,13764494,77242491,54393507
56451960,52341716,49729246,20712070,4364947,2343087
43776278,7801273,23889132,8387060,67845003,31204167
77241812,6885293,6703629,6880747,76451695,36368474
52341443,49227944,28326998,28324579,2416333,28326201
9687395,10708444,5899257,7518567,9679946,9687455
28324579,28326998,52341443,2343087,28326201,49227944
20410431,8314996,8315121,15163759,59471172,25164931
23126129,21921714,55320027,13697766,58262987,81135664
4727345,13406602,58470334,4727059,4707531,13410814
5849479,22635666,7152321,21163516,5849439,8729404
58978540,1500863,3018149,461038,3220933,58977589
52715468,69192869,23068516,44633444,74829862,52774378
16047845,16963971,4169825,4092401,8021522,33722520
8406093,43107185,10644571,7932267,21068237,7230439
68771432,57876590,23068516,28527933,75356672,52236758
2680853,1760987,21022062,1498487,642648,2682881
47516974,2416085,66940778,34557311,75514029,40737659
23566124,562585,32057976,467462,21126896,36768776
855036,6991111,36947382,716466,7546725,40823887
19899003,14104437,44579109,414703,8304191,19583872
1500863,3220933,1516999,1517005,3770729,4026423
14261773,36652304,22807057,6934901,14104437,8304191
14270619,25231861,21973916,6715805,16717623,15096383
28017110,67845003,66689432,57306483,55354528,7801273
67448076,67625043,58958936,67457497,73986821,45314842
22561927,17686592,57876590,57742831,28527933,10206715
4738203,3597899,54663477,15132981,64434112,4032669
53444660,33115720,15669028,57811160,48430140,14039112
26087099,71934115,73767444,5895559,5876277,8096306
10806848,14241258,15079790,36652304,25309442,11245618
13697766,55320027,58262987,21921714,81135664,23126129
20500471,20583823,45123323,20498732,20500323,20502017
22568380,21022062,52251276,43351530,57437733,68417073
10716608,50570089,10719006,10719040,10690707,10716637
72221412,10001012,68242940,57876590,57742831,11866615
55510736,56525566,50598485,57053835,69192486,47488413
6710017,2533165,7471335,20053400,19986875,7089529
45314842,67625043,58958936,67448076,67457497,73986821
51567611,20712070,56451960,52341443,2416333,52341716
5858837,45830277,10868001,5850113,11388785,32057976
20583823,28326998,20586805,5950575,24766023,45123323
72633571,23308727,46261180,31554262,31563944,25934513
7092227,12238762,10735333,12236983,14071430,13583766
40958139,49989529,50188485,45437829,46650998,54903225
12990640,24595414,38517886,16258285,12357776,58403905
21190495,20425156,66940778,52220154,15849363,8715377
45871831,14815404,61899363,55406079,26339198,55410457
15351864,21921714,11370697,55320027,50193517,21176086
77950721,1760987,21022062,26024733,42299204,46172558
56320903,56309551,34723316,15079790,7783307,23566988
70623929,11388785,16458389,13407803,45830277,26465463
6286725,21035641,68821409,50014370,21742437,14815404
7237635,7325021,7327987,7362171,7253209,7252601
23410417,22021148,75514029,67861239,2547027,2416085
15287960,6921787,613193,1074044,784972,442632
10603363,55585425,21973916,16717623,6715805,56833406
36947382,19992253,40823887,17912455,855036,4713289
59518944,44911333,37935420,74610299,68769369,16555172
68481090,38115363,17589287,65576750,53582482,52297633
14585382,50091437,9799302,35722087,14450065,14450158
1206387,5899493,5899501,5899427,5866569,5866557
77780813,73476077,26062659,25648528,38440074,59429978
34582020,24155057,19577881,46183656,16626395,9797918
5849307,4688897,19884568,6715805,4707367,13984365
8877900,72888793,14241258,562585,19767845,467462
15212692,10002068,4727019,4727085,65576750,61818978
14867785,19992185,40823013,25731976,33158589,7546725
20502017,45123323,24766023,20498732,20500323,20500471
5876277,5895559,7252155,16988898,8096306,26087099
13407803,68769369,68259526,72457285,26465463,71151380
72920029,17618382,59085882,7801273,21261960,27147619
4727019,10002068,21731970,65576750,61818978,4727085
23291246,53327198,58227863,11782132,3672421,20806296
59471172,48304526,58502959,57970261,58666606,68259526
50272868,11204813,48118056,45339653,31621490,52069061
